"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"k_mean",0.0014064611352441,5.74632414279665e-05,0.000904295141242197,6.90668725e-05,0.00064932725,0.00131629,0.00207193,0.00328108325,247.651038845613,1.01576909923126
"k_sd",0.68417856025,0.0431010657021528,0.193467668399403,0.391072175,0.545695,0.65613,0.7896345,1.1422425,20.1484099402171,1.07695272027116
"k_raw[1]",0.17369756269,0.00965048940023225,0.0780893914146012,0.0701264525,0.119602,0.1578195,0.210052,0.3658667,65.4764915306636,1.02923549956724
"k_raw[2]",0.24294063705,0.0111899609442287,0.128821147851149,0.07684219,0.15380975,0.2154875,0.3004885,0.571283375,132.530912355012,1.01902390066766
"k_raw[3]",1.0305078907,0.0295281467677883,0.342271406036917,0.4713551,0.78322625,0.9907315,1.2371475,1.8000335,134.359647626566,1.02082074536528
"k_raw[4]",1.1567669204792,0.355502883340607,0.767513863742527,0.00040640365,0.66677925,1.193965,1.6780825,2.6493285,4.66107620086889,1.38352943964931
"k_raw[5]",0.697172892611735,0.312100584930029,0.672286326432876,0.01187066,0.13605175,0.4852705,1.105095,2.3207215,4.64001507268051,1.2960583485978
"k_raw[6]",1.49992591785,0.0214216189784206,0.493364189442656,0.681336575,1.1437725,1.44933,1.8060125,2.595851,530.43315967474,1.01080790782457
"k_raw[7]",0.53102835665,0.0268389497191946,0.184946364317345,0.2502081,0.3979695,0.5027295,0.63475625,0.964118374999997,47.48545058027,1.03800575547695
"k_raw[8]",0.08348807424,0.00447485246255265,0.0368997036643974,0.03161596,0.0572866,0.07694205,0.10210525,0.175027875,67.9967749357201,1.03002380749582
"k_raw[9]",1.3981942259,0.00405891959768623,0.588062849572321,0.47908535,0.96424675,1.32303,1.75363,2.741144,20990.6840144134,1.00215572968709
"k_raw[10]",1.269593033685,0.00707835719549018,0.558218691175506,0.18890235,0.8935815,1.25579,1.6284825,2.42472525,6219.33283078211,1.00325802379841
"k_raw[11]",0.027257721527825,0.000613173340380756,0.0218488397521556,0.004892332,0.01279085,0.02091435,0.03458975,0.0864643,1269.66816434116,1.00976929418795
"k_raw[12]",0.511524872482251,0.122985776629248,0.723514988000403,0.001177351,0.0054128025,0.013616,1.006195,2.258068,34.6087001747435,1.1332756828064
"k_raw[13]",1.18839793263145,0.177061444004984,0.743893481672426,0.00833646425,0.73181925,1.20346,1.67873,2.6760205,17.6511702159018,1.2391348382937
"k_raw[14]",0.47994231337,0.0250216560672278,0.179231516442712,0.21832965,0.350303,0.450766,0.57605875,0.907959175,51.3093671484777,1.03561231806616
"k_raw[15]",0.14863678844,0.00982213995664594,0.0520593800263902,0.071817185,0.111833,0.140513,0.1763305,0.273111775,28.0921997180283,1.05452012800156
"k_raw[16]",0.81790595700195,0.00609411498266593,0.60158260949002,0.014840415,0.3480955,0.6997745,1.1729375,2.244026,9744.71760544273,1.00150808335055
"k_raw[17]",1.4139810032,0.0036317714911197,0.590188225303617,0.493267325,0.96919725,1.34056,1.7793025,2.75297025,26408.5192853867,1.00133611931829
"k_raw[18]",0.7068135151,0.0408251730075246,0.219127071263944,0.3688685,0.5503875,0.6774215,0.830105,1.213918,28.8095185571244,1.05833797494889
"k_raw[19]",0.696466691331629,0.493796373179492,0.79269807455263,0.002489226,0.016473325,0.158322,1.2946825,2.4518015,2.57703202129398,2.01837197804996
"k_raw[20]",0.0923741385745,0.00297014788516933,0.17966883791217,0.012455935,0.02578105,0.03979315,0.0706392,0.679137299999997,3659.22715741493,1.00115843025453
"k_raw[21]",0.00262880864173362,0.000162769093617601,0.00167894447883303,0.000165757975,0.00130344,0.0024452,0.0036943925,0.00637655825,106.39685213398,1.02446863666069
"k_raw[22]",1.4541524405,0.00450916572064327,0.587643418147953,0.523613825,1.0187425,1.38343,1.817145,2.77018724999999,16983.8192390696,1.00279442387296
"k_raw[23]",0.64032898836065,0.458052863559445,0.751028392175162,0.00517748225,0.013388625,0.08834955,1.1884025,2.35308875,2.68832336150828,1.89313067814258
"k_raw[24]",0.06931148484,0.00388247346604862,0.0284770110321799,0.0301969875,0.0493263,0.0639717,0.0830846,0.13926545,53.7987040775409,1.0342488587592
"k_raw[25]",0.2522193946665,0.00515948102690693,0.170537088107672,0.03759903,0.13034225,0.2137985,0.32794375,0.692105699999999,1092.51056864946,1.00942385269266
"k_raw[26]",1.143143838107,0.0047750760237912,0.619920618207697,0.144412275,0.685759,1.07591,1.5238875,2.52860425,16854.3334262546,1.00060498289058
"k_raw[27]",1.288392498235,0.00364616396753005,0.58747823834326,0.396894525,0.84656475,1.204,1.6424575,2.65756375,25960.3879317401,1.00116971698315
"k_raw[28]",1.4334445776,0.00406842669249909,0.587706665610148,0.505069725,1.0029675,1.364315,1.78435,2.76359025,20867.3952817047,1.00236281544944
"k_raw[29]",0.019357947539954,0.000386068060287617,0.0161613326292709,0.00124982525,0.0078415225,0.0151693,0.026402975,0.0610875549999997,1752.37315160541,1.00772711522201
"k_raw[30]",0.09098251825205,0.00165633388053909,0.162138502420954,0.0120182825,0.033700225,0.05350985,0.0875972,0.444021549999994,9582.44960064203,1.0006765827316
"k_raw[31]",0.055040057815355,0.00287274217279438,0.198479138550771,0.002624917,0.00836736,0.01489345,0.027855875,0.519709499999999,4773.49456689997,1.00120361448386
"k_raw[32]",0.9491448831555,0.0045296041457088,0.585430769101655,0.111464125,0.5029475,0.8497925,1.29353,2.31355475,16704.3887977376,1.00001132367037
"k_raw[33]",1.1325999430355,0.124495398738757,0.629801082892688,0.0925322675,0.67307225,1.06328,1.52,2.537167,25.5917629917837,1.04477115452014
"k_raw[34]",0.009822557505479,0.000393661619748224,0.00713737310285641,0.00094537875,0.00461219,0.008215685,0.013249025,0.0280009475,328.723422269929,1.01291430114799
"k_raw[35]",0.0111158311825385,0.000412155668132841,0.00822343319073974,0.0018112365,0.0056241725,0.009004725,0.014210775,0.0327491775,398.092305355134,1.01250640821335
"k_raw[36]",1.331713964027,0.00585238484557562,0.620993334399469,0.309734825,0.88271,1.258405,1.72032,2.70060474999999,11259.2152794772,1.00008537961506
"k_raw[37]",1.44158157,0.00404974315428467,0.587856097411309,0.5125844,1.00725,1.369245,1.806225,2.7679905,21071.0944818358,1.00238346152748
"s_mean",0.166003105254675,0.0151930429668685,0.0739823821734156,0.017498295,0.11143975,0.1737185,0.2281065,0.278818325,23.7119401527312,1.06163011193105
"s_sd",4.5016731675,0.0287581410346484,0.56528563799633,3.45492875,4.1127025,4.481335,4.8692775,5.665794,386.379685648173,1.01681357987187
"s_raw[1]",0.03266525272099,0.00407549400282695,0.0177476490438847,0.005533286,0.018277,0.0306249,0.0451263,0.070049175,18.9636157691554,1.07418379579772
"s_raw[2]",0.067255508995,0.0043859689480882,0.0215707932440974,0.03270823,0.051151975,0.06510335,0.0809007,0.11452425,24.1880650014011,1.05955211444407
"s_raw[3]",0.2800887114,0.00919396345239637,0.0583365744927913,0.1914948,0.24047075,0.271285,0.309823,0.417435825,40.2602346457523,1.0415650616266
"s_raw[4]",1.471237896346,0.258349289536017,0.666109423020154,0.26777275,1.0223225,1.46855,1.90066,2.849224,6.64777958753372,1.22614042305228
"s_raw[5]",0.468070957845735,0.480456510103025,0.731949835633674,0.007817684,0.039410025,0.07492035,0.679645,2.38030824999999,2.32088953588139,2.56192861509396
"s_raw[6]",0.166702933445,0.00633209705039777,0.0278340006697476,0.120371575,0.14655575,0.163965,0.18392325,0.2282361,19.3221808021002,1.07317386131735
"s_raw[7]",0.4173073533,0.00788451918681601,0.0790768248886904,0.28835085,0.36151625,0.4079275,0.46307675,0.594633175,100.588427177742,1.02505301656703
"s_raw[8]",0.192520061925,0.00472626730081153,0.0486701917995473,0.1174268,0.15868475,0.18579,0.219005,0.305835175,106.044843413072,1.02166637207046
"s_raw[9]",1.62434249545,0.00417068445488899,0.555541098326898,0.735152275,1.2204875,1.55732,1.9609375,2.8880415,17742.6187092771,1.0027206694765
"s_raw[10]",0.29313679215,0.00355210639888513,0.173083078255335,0.174998675,0.21979775,0.2525785,0.29794375,0.784948824999999,2374.30927376631,1.01081644243016
"s_raw[11]",1.0424443263,0.00381281431504419,0.488290571419589,0.37882565,0.6752665,0.9456245,1.31193,2.2084165,16400.8125797217,1.00033750606714
"s_raw[12]",1.29165944471,0.0106890508697604,0.5900934737973,0.199802325,0.87885,1.24329,1.6594725,2.58331775,3047.63768600317,1.00351017389032
"s_raw[13]",1.44853164464025,0.148470032887246,0.67409010752671,0.334037625,0.99836975,1.44551,1.8909025,2.84784425,20.613811391919,1.1973281554986
"s_raw[14]",0.04561622284,0.00437074527172429,0.0179898172373475,0.018462875,0.031092075,0.04350875,0.05789375,0.0840816425,16.9411352510928,1.08150944289068
"s_raw[15]",0.0249915607804768,0.0038616226187886,0.0170496358193222,0.000980766375,0.0106784,0.0227191,0.036903525,0.0612480125,19.493532861693,1.07252508444126
"s_raw[16]",0.46177797709,0.0056766021814743,0.370002609746719,0.16416265,0.24949175,0.3328115,0.50887625,1.57629199999999,4248.47097020449,1.00383795687041
"s_raw[17]",1.6442453267,0.00394456873017914,0.551435822309952,0.7493548,1.2487175,1.57693,1.9793625,2.890025,19542.9848487313,1.0032541165267
"s_raw[18]",0.07208247209,0.00469126540364633,0.0193277273625139,0.0418628625,0.05710595,0.0700006,0.084937775,0.114317825,16.9738974808409,1.08239622882553
"s_raw[19]",0.963625871195,0.473309798474572,0.772289123303222,0.11627125,0.24984,0.8015855,1.5501775,2.62451575,2.66237266784938,1.92020003675641
"s_raw[20]",1.2849332967,0.0067085992219995,0.632364884266372,0.252241925,0.822616,1.2478,1.69555,2.64166375,8885.2938557112,1.00031282007182
"s_raw[21]",3.6540619025,0.0038604894327873,0.602073285117043,2.563396,3.2302075,3.628915,4.044955,4.900093,24322.8229588254,1.00098897532218
"s_raw[22]",1.7153173684,0.00385294814378773,0.551553525222178,0.822821775,1.31367,1.65367,2.054865,2.94328975,20492.2196120249,1.00218835179835
"s_raw[23]",0.770359482915,0.471734970847252,0.761350305862205,0.0641272275,0.11856025,0.300403,1.34584,2.4446145,2.60479114978254,1.98798690903048
"s_raw[24]",0.044622510998,0.0042297496231861,0.0191669857033221,0.0144545875,0.029681425,0.04267315,0.057491475,0.0856128049999999,20.5342250283612,1.06893525848889
"s_raw[25]",0.48836395165,0.00290897737196331,0.221641405860516,0.262326425,0.3564035,0.4326475,0.5469375,1.0710145,5805.25239587912,1.00428614761815
"s_raw[26]",1.06929280232,0.00600668680114032,0.664885827577519,0.17598375,0.498339,0.989361,1.504355,2.53845,12252.4849084334,1.00041038052798
"s_raw[27]",1.50057202545,0.00379120416485609,0.555585052896372,0.656893075,1.08628,1.42523,1.8327675,2.78645,21475.6719301185,1.00170450422994
