"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"gamma_shape",1.16622324534967,0.0118422486304449,0.787914937672822,0.0552894796214514,0.533872538144198,1.04945703012042,1.68176771617049,2.96037015117099,4426.80425136392,1.00206281060734
"gamma_scale",0.0264000634779948,0.000977512731014489,0.00942576121495422,0.0118704292833896,0.0194111013255637,0.0252589798646588,0.0320774091254818,0.0476467808181331,92.9796746831803,1.04266368560788
"gamma[1]",44.8232971525136,1.6234057436691,31.0120494532211,6.83283603745895,22.7160187991607,38.0895279575011,58.5654756218875,124.600990008895,364.927657471719,1.01095618041174
"gamma[2]",37.1077964221947,1.20692726291324,27.6778709310899,5.55108574008697,17.8609454614037,30.3039804604012,48.2844994958449,107.62545502244,525.899992291481,1.00928027399667
"gamma[3]",54.7881469968863,2.51269885947648,35.9618812398483,8.02789150480591,28.4556565097931,47.8586454636736,73.0111453481809,142.905120847631,204.834883744234,1.01816600806781
"gamma[4]",5.21586760744313,0.0687074662687135,3.82112220699709,1.54684286951329,3.00824641863834,4.21604650766957,6.18034427326069,14.4374012168328,3092.95775576091,1.00055191068833
"gamma[5]",44.288989086921,0.866640764973599,23.0026029335612,13.99501140215,28.3579227982983,39.5999574478434,54.8775649223242,100.895774537208,704.49146931333,1.01062557427389
"gamma[6]",46.8187966531274,1.79242494814208,30.6894787677097,7.90236908971558,24.5492792127554,40.5605763267943,61.4860948690393,123.72076695658,293.154837202083,1.01339858200006
"gamma[7]",37.4646771932252,0.394445262306138,18.0304824154696,14.9416473618472,24.8658189901854,33.4957682080461,45.5356834292099,81.2305950541807,2089.49436913024,1.00361024873976
"gamma[8]",57.6153097406574,8.7495724022741,56.4509509727031,5.52362927835619,18.2770977740186,33.9566336762995,81.8272430387777,205.362218301061,41.6264012645306,1.09030047275092
"gamma[9]",44.9444560531191,1.71483211664218,32.0150730691877,7.03295173074959,22.6900783268301,37.5254478558811,58.6284513514859,124.913224912946,348.550553977942,1.0114817621029
"gamma[10]",68.6526761174038,2.36494407059487,32.7762650281939,22.8801254656143,46.2586975819623,62.2567471746675,84.4289027787773,150.096200109675,192.077801631125,1.02058193432089
"gamma[11]",50.0870449816294,1.94487606929351,33.5673515587419,8.326456438289,26.7145227571581,42.6161467873827,64.4272536016644,137.334975233345,297.886134549235,1.01476915119192
"gamma[12]",8.00922651123452,0.118737939729382,8.60016121429769,0.739684777573137,2.85894644861867,5.35467706963646,9.90833682124424,31.917836705947,5246.07103255385,1.00116736563956
"gamma[13]",48.702789794405,1.97312650463338,32.6320263339692,8.65733376250799,25.3436104082848,41.300422093491,63.350420124957,133.511878029837,273.513158504782,1.01522123164895
"gamma[14]",26.1804766002866,2.85131967104298,39.0964853231568,0.595583774231753,2.24955329710699,6.47729264256862,36.3381079358425,134.784813446605,188.011153439115,1.02460101208572
"gamma[15]",34.6650224332178,1.35357634417358,26.9732912703552,4.26710870579877,15.2288076014461,27.8850105002235,46.3828238972322,102.449691551585,397.102272726833,1.01186920403992
"gamma[16]",39.004677693224,1.39643164354661,29.8940518414774,5.04070840708718,18.2854234749269,31.8108731456614,51.3151865884235,117.476309291516,458.279260547629,1.01066854939019
"gamma[17]",13.5564616587629,0.156030006816037,10.5234173681479,2.19469011195754,6.75630206757736,10.7674087022728,17.1038641738252,40.9886442943429,4548.80516595144,1.00088072135853
"gamma[18]",44.8624912751839,1.8427334470325,31.2708146512667,7.66584832412349,22.8688006755053,37.5531309971218,58.4009416026338,125.163024972727,287.974049451976,1.01421660544501
"gamma[19]",8.01010576645445,0.142984773550628,9.41239381492188,0.560648041323112,2.23492105384907,4.72880199440033,10.127503062149,33.9277326907149,4333.31834825767,1.00182521766616
"gamma[20]",20.9867106677575,0.330042843271359,14.4974223744899,1.92645422816317,11.4046311564648,17.9800090236606,27.1626782429406,57.8218944924606,1929.48294604367,1.00640857181215
"gamma[21]",44.4479854785567,1.79538971879385,31.0853844357351,6.53584026923229,22.5677873636566,36.9561665240163,58.0117175109049,127.16218022602,299.774728011843,1.01414407500275
"gamma[22]",2.98611114951235,0.033146551727348,2.07324064122636,0.82864422025295,1.74400880963436,2.48956371411474,3.5831549535628,8.02838378675835,3912.2150309781,1.0001131360456
"gamma[23]",42.0489188484007,1.4493634848468,30.3923737180644,7.2978353830494,20.5407400914872,34.4854998589249,54.7887459597363,120.449427964607,439.718371245938,1.01125540205011
"gamma[24]",47.4509238632521,1.09191265000553,24.0774771907606,15.7967784515584,30.2074382404409,42.5423268287161,59.302421346585,106.344372201251,486.234942407207,1.01175454611918
"gamma[25]",4.4888670320472,0.0455388956517354,3.23804298437714,0.875293526207883,2.40796849849473,3.74139816709798,5.60229785435629,12.59046956886,5055.92042872935,1.00039894949118
"gamma[26]",74.593693242277,2.2176106950148,31.6427629070828,32.1868813331245,52.4498359179396,68.7159938653103,89.2351017027193,154.808647670168,203.600190240527,1.02153632448667
"gamma[27]",3.79034457945985,0.0571988051340694,3.69197752460478,0.417063191992319,1.58718831613745,2.79256764410655,4.76225423705044,13.0425039354074,4166.23903691655,1.00081937067881
"gamma[28]",40.02718997341,1.76869017589055,31.1211101889827,4.74668115619417,18.3771476593109,32.8307782245119,52.5521671065807,120.771253501496,309.604051606857,1.01272835658538
"gamma[29]",9.03921619477968,0.39921917623153,15.932344685843,0.660153766331331,1.80651252921189,3.30752806859905,7.85849976005843,57.189996690487,1592.70960342406,1.0044461674563
